业务线,序号,任务ID,任务名称,创建人,任务状态,创建时间,预计完成时间,实际完成时间,任务延期时长/天,任务总时长/天,预算单ID,预算单名称,WBS编号,利润中心,利润中心编号,一级部门,二级部门,三级部门,数据量（张）,数据存储,数据集群,费用（元）,账单确认,是否有数据包被打回,任务流程
DX,DX-BZ-2023-0024,16314,20230213上新检测标注,储祥翠,任务完成,2023/2/15,2023/2/18,2023/2/20,2,5,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,4792,lustre,SH-40,679.86,已确认,FALSE,创建(2023-02-15) -> 文件上传(2023-02-15) -> 文件上传成功(2023-02-15) -> 运营调整任务完成时间(2023-02-15) -> 审核通过(2023-02-15) -> 运营调整任务完成时间(2023-02-15) -> 标注完成(2023-02-18) -> 标注验收通过(2023-02-20) 
DX,DX-BZ-2023-0015,16266,20230208—冻柜双sku检测标注,储祥翠,任务完成,2023/2/9,2023/2/14,2023/2/21,7,12,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,4756,lustre,SH-40,736.81,已确认,TRUE,创建(2023-02-09) -> 文件上传(2023-02-09) -> 文件上传成功(2023-02-09) -> 运营调整任务完成时间(2023-02-09) -> 审核通过(2023-02-09) -> 标注完成(2023-02-14) -> 验收中有数据包被打回(2023-02-20) -> 标注完成(2023-02-20) -> 标注验收通过(2023-02-21) 
DX,DX-BZ-2023-0016,16265,20230208—冻柜单sku检测标注,储祥翠,任务完成,2023/2/9,2023/2/14,2023/2/21,7,12,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,4326,lustre,SH-40,436.11,已确认,TRUE,创建(2023-02-09) -> 文件上传(2023-02-09) -> 文件上传成功(2023-02-09) -> 运营调整任务完成时间(2023-02-09) -> 审核通过(2023-02-09) -> 标注完成(2023-02-13) -> 验收中有数据包被打回(2023-02-20) -> 标注完成(2023-02-20) -> 标注验收通过(2023-02-21) 
DX,DX-BZ-2023-0017,16262,20230207—双sku检测标注,储祥翠,任务完成,2023/2/9,2023/2/14,2023/2/17,3,8,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,3486,lustre,SH-40,501.1,已确认,FALSE,创建(2023-02-09) -> 文件上传(2023-02-09) -> 文件上传成功(2023-02-09) -> 运营调整任务完成时间(2023-02-09) -> 审核通过(2023-02-09) -> 标注完成(2023-02-14) -> 标注验收通过(2023-02-17) 
DX,DX-BZ-2023-0018,16263,20230207—混合sku检测标注,储祥翠,任务完成,2023/2/9,2023/2/14,2023/2/20,6,11,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,1917,lustre,SH-40,239.76,已确认,FALSE,创建(2023-02-09) -> 文件上传(2023-02-09) -> 文件上传成功(2023-02-09) -> 运营调整任务完成时间(2023-02-09) -> 审核通过(2023-02-09) -> 标注完成(2023-02-14) -> 标注验收通过(2023-02-20) 
DX,DX-BZ-2023-0019,16264,20230208—冻柜混合sku检测标注,储祥翠,任务完成,2023/2/9,2023/2/14,2023/2/21,7,12,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,2758,lustre,SH-40,415.64,已确认,TRUE,创建(2023-02-09) -> 文件上传(2023-02-09) -> 文件上传成功(2023-02-09) -> 运营调整任务完成时间(2023-02-09) -> 审核通过(2023-02-09) -> 标注完成(2023-02-13) -> 验收中有数据包被打回(2023-02-20) -> 标注完成(2023-02-20) -> 标注验收通过(2023-02-21) 
DX,DX-BZ-2023-0020,16261,20230207—单sku检测标注,储祥翠,任务完成,2023/2/9,2023/2/9,2023/2/17,8,8,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,3770,lustre,SH-40,381.08,已确认,FALSE,创建(2023-02-09) -> 文件上传(2023-02-09) -> 文件上传成功(2023-02-09) -> 运营调整任务完成时间(2023-02-09) -> 审核通过(2023-02-09) -> 标注完成(2023-02-13) -> 标注验收通过(2023-02-17) 
DX,DX-BZ-2023-0014,16229,20230201to06人工回流数据检测标注,储祥翠,任务完成,2023/2/8,2023/2/9,2023/2/9,0,1,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,1300,lustre,SH-40,344.25,已确认,TRUE,创建(2023-02-08) -> 文件上传(2023-02-08) -> 文件上传成功(2023-02-08) -> 运营调整任务完成时间(2023-02-08) -> 审核通过(2023-02-08) -> 任务标注中被运营撤回到审核中(2023-02-08) -> 运营调整任务完成时间(2023-02-08) -> 审核通过(2023-02-08) -> 标注完成(2023-02-09) -> 验收中有数据包被打回(2023-02-09) -> 标注完成(2023-02-09) -> 标注验收通过(2023-02-09) 
DX,DX-BZ-2023-0013,16201,0号机—202301—双sku检测标注,储祥翠,任务完成,2023/2/3,2023/2/3,2023/2/14,11,11,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,8445,lustre,SH-40,1224.79,已确认,FALSE,创建(2023-02-03) -> 文件上传(2023-02-03) -> 文件上传成功(2023-02-03) -> 运营调整任务完成时间(2023-02-03) -> 审核通过(2023-02-03) -> 任务标注中被运营撤回到审核中(2023-02-03) -> 运营调整任务完成时间(2023-02-03) -> 审核通过(2023-02-03) -> 标注完成(2023-02-06) -> 标注验收通过(2023-02-14) 
DX,DX-BZ-2023-0011,16196,商品检测框标注,江心雨,任务完成,2023/2/2,2023/2/4,2023/2/9,5,7,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,482,lustre,SH-40,915.22,已确认,FALSE,创建(2023-02-02) -> 文件上传(2023-02-02) -> 文件上传成功(2023-02-02) -> 预标注数据上传成功(2023-02-02) -> 运营调整任务完成时间(2023-02-02) -> 审核通过(2023-02-02) -> 任务标注中被运营撤回到审核中(2023-02-03) -> 运营调整任务完成时间(2023-02-03) -> 审核通过(2023-02-03) -> 标注完成(2023-02-04) -> 标注验收通过(2023-02-09) 
DX,DX-BZ-2023-0012,16197,商品检测框标注,江心雨,任务完成,2023/2/2,2023/2/3,2023/2/9,6,7,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,554,lustre,SH-40,678.07,已确认,TRUE,创建(2023-02-02) -> 文件上传(2023-02-02) -> 文件上传成功(2023-02-02) -> 预标注数据上传成功(2023-02-02) -> 运营调整任务完成时间(2023-02-02) -> 审核通过(2023-02-02) -> 标注完成(2023-02-04) -> 验收中有数据包被打回(2023-02-09) -> 标注完成(2023-02-09) -> 标注验收通过(2023-02-09) 
DX,DX-BZ-2023-0010,16191,202301人工回流数据检测标注,储祥翠,任务完成,2023/2/1,2023/2/3,2023/2/6,3,5,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,3526,lustre,SH-40,884.45,已确认,FALSE,创建(2023-02-01) -> 文件上传(2023-02-01) -> 文件上传成功(2023-02-01) -> 运营调整任务完成时间(2023-02-02) -> 审核通过(2023-02-02) -> 标注完成(2023-02-03) -> 标注验收通过(2023-02-06) 
DX,DX-BZ-2023-0009,16168,nike检测框标注,储祥翠,任务完成,2023/1/30,2023/1/31,2023/1/31,0,1,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,13035,lustre,SH-40,2918.36,已确认,TRUE,创建(2023-01-30) -> 文件上传(2023-01-30) -> 文件上传失败(2023-01-30) -> 文件上传(2023-01-30) -> 重新提交任务(2023-01-30) -> 文件上传成功(2023-01-30) -> 运营调整任务完成时间(2023-01-30) -> 审核通过(2023-01-30) -> 标注完成(2023-01-31) -> 验收中有数据包被打回(2023-01-31) -> 标注完成(2023-01-31) -> 验收中有数据包被打回(2023-01-31) -> 标注完成(2023-01-31) -> 标注验收通过(2023-01-31) 
DX,DX-BZ-2023-0008,16159,篮球检测标注[与ID16017任务相同，跳过竞价][2022-12-23 13:04:08] 复制[15842][2022-12-29 16:04:50] 复制[15914][2023-01-05 1,敖一宸,任务完成,2023/1/18,2023/1/31,2023/1/29,0,11,2070,SenseOmni智慧体育产品预研SCG09,R-SC220924.001,创新业务部,SCG09,智慧城市与商业事业群,创新业务部,智慧体育创新中心,8000,lustre,SH-40,514.58,已确认,FALSE,创建(2023-01-18) -> 文件上传(2023-01-18) -> 文件上传成功(2023-01-18) -> 运营调整任务完成时间(2023-01-18) -> 审核通过(2023-01-18) -> 标注完成(2023-01-28) -> 标注验收通过(2023-01-29) -> 运营调整任务完成时间(2023-01-31) 
DX,DX-BZ-2023-0007,16131,商品检测框标注,江心雨,任务完成,2023/1/14,2023/1/16,2023/1/30,14,16,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,554,lustre,SH-40,678.28,已确认,TRUE,创建(2023-01-14) -> 文件上传(2023-01-14) -> 文件上传成功(2023-01-14) -> 撤回任务(2023-01-14) -> 文件上传(2023-01-14) -> 重新提交任务(2023-01-14) -> 文件上传成功(2023-01-14) -> 撤回任务(2023-01-14) -> 文件上传(2023-01-14) -> 重新提交任务(2023-01-14) -> 文件上传成功(2023-01-14) -> 运营调整任务完成时间(2023-01-14) -> 审核通过(2023-01-14) -> 任务标注中被运营撤回到审核中(2023-01-14) -> 运营调整任务完成时间(2023-01-14) -> 审核通过(2023-01-14) -> 运营调整任务完成时间(2023-01-16) -> 标注完成(2023-01-16) -> 验收中有数据包被打回(2023-01-16) -> 标注完成(2023-01-16) -> 验收中有数据包被打回(2023-01-18) -> 标注完成(2023-01-18) -> 标注验收通过(2023-01-30) 
DX,DX-BZ-2023-0005,16125,商品检测框标注,江心雨,任务完成,2023/1/13,2023/1/16,2023/1/30,14,17,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,2434,lustre,SH-40,6086.61,已确认,FALSE,创建(2023-01-13) -> 文件上传(2023-01-13) -> 文件上传成功(2023-01-13) -> 运营调整任务完成时间(2023-01-13) -> 审核通过(2023-01-13) -> 任务标注中被运营撤回到审核中(2023-01-13) -> 运营调整任务完成时间(2023-01-13) -> 审核通过(2023-01-13) -> 标注完成(2023-01-16) -> 运营调整任务完成时间(2023-01-16) -> 标注验收通过(2023-01-30) 
DX,DX-BZ-2023-0006,16119,商品检测框标注,江心雨,任务完成,2023/1/13,2023/1/16,2023/1/30,14,17,2017,智能冰箱+SKU预研动态冰箱SCG00,R-SC220886.001,SCG公共,SCG00,智慧城市与商业事业群,创新业务部,智慧体育创新中心,482,lustre,SH-40,913.79,已确认,TRUE,创建(2023-01-13) -> 文件上传(2023-01-13) -> 文件上传成功(2023-01-13) -> 运营调整任务完成时间(2023-01-13) -> 审核通过(2023-01-13) -> 标注完成(2023-01-14) -> 运营调整任务完成时间(2023-01-16) -> 验收中有数据包被打回(2023-01-16) -> 标注完成(2023-01-16) -> 验收中有数据包被打回(2023-01-18) -> 标注完成(2023-01-18) -> 验收中有数据包被打回(2023-01-18) -> 标注完成(2023-01-18) -> 标注验收通过(2023-01-30) 
DX,DX-BZ-2023-0004,16109,有检测预标注wtt场地人体检测和关键点标注(需要对检测标注竞价),冯律,任务完成,2023/1/12,2023/1/16,2023/2/11,26,30,2070,SenseOmni智慧体育产品预研SCG09,R-SC220924.001,创新业务部,SCG09,智慧城市与商业事业群,创新业务部,智慧体育创新中心,5004,lustre,SH-40,21602.33,已确认,FALSE,创建(2023-01-12) -> 文件上传(2023-01-12) -> 文件上传成功(2023-01-12) -> 预标注数据上传成功(2023-01-12) -> 运营调整任务完成时间(2023-01-12) -> 审核通过(2023-01-12) -> 标注完成(2023-01-16) -> 运营调整任务完成时间(2023-01-16) -> 标注验收通过(2023-02-11) 
DX,DX-BZ-2023-0002,16017,篮球检测标注[与ID15914任务相同，跳过竞价][2022-12-23 13:04:08] 复制[15842][2022-12-29 16:04:50] 复制[15914][2023-01-05 1,敖一宸,任务完成,2023/1/5,2023/1/9,2023/1/9,0,4,2070,SenseOmni智慧体育产品预研SCG09,R-SC220924.001,创新业务部,SCG09,智慧城市与商业事业群,创新业务部,智慧体育创新中心,10000,lustre,SH-40,935.95,已确认,FALSE,创建(2023-01-05) -> 文件上传(2023-01-05) -> 文件上传成功(2023-01-05) -> 撤回任务(2023-01-05) -> 文件上传(2023-01-05) -> 重新提交任务(2023-01-05) -> 文件上传成功(2023-01-05) -> 运营调整任务完成时间(2023-01-06) -> 审核通过(2023-01-06) -> 标注完成(2023-01-09) -> 标注验收通过(2023-01-09) 
DX,DX-BZ-2023-0001,15965,wtt场地人体检测和特定区域人体29关键点标注(跳过竞价),冯律,任务完成,2023/1/4,2023/1/7,2023/1/16,9,12,2070,SenseOmni智慧体育产品预研SCG09,R-SC220924.001,创新业务部,SCG09,智慧城市与商业事业群,创新业务部,智慧体育创新中心,5040,lustre,SH-40,22314.99,已确认,FALSE,创建(2023-01-04) -> 文件上传(2023-01-04) -> 文件上传成功(2023-01-04) -> 运营调整任务完成时间(2023-01-04) -> 审核通过(2023-01-04) -> 运营调整任务完成时间(2023-01-04) -> 运营调整任务完成时间(2023-01-06) -> 标注完成(2023-01-07) -> 标注验收通过(2023-01-16) 
